Date,Platform,Content,Location
2024-07-21,X,Gen Z rising again! Meet at Kisumu for a protest. #YouthPower,Kisumu
2024-07-20,X,March on July 20 in Kisumu. We are fed up #RejectFinanceBill2024,Kisumu
2024-07-01,Instagram,#YouthPower – boycott at Parliament urgent,Parliament
2024-07-12,X,We are fed up – happening act fast at Uhuru Park! #RutoMustGo,Uhuru Park
2024-06-29,X,Gen Z rising again! Meet at Uhuru Park for a protest. #OccupyParliament,Uhuru Park
2024-07-17,X,#OccupyParliament – march at Uhuru Park urgent,Uhuru Park
2024-06-23,X,Gather on June 23 in Nairobi. No justice no peace #RutoMustGo,Nairobi
2024-06-29,X,No justice no peace – happening urgent at Mombasa! #GenZRevolution,Mombasa
2024-07-05,Instagram,Gen Z rising again! Meet at Kisumu for a march. #OccupyParliament,Kisumu
2024-07-17,TikTok,They brutalized our people – happening now! at Uhuru Park! #RejectFinanceBill2024,Uhuru Park
2024-07-13,X,Gather on July 13 in Kisumu. We are fed up #KenyaProtests,Kisumu
2024-07-12,X,Gen Z rising again! Meet at Mombasa for a strike. #RutoMustGo,Mombasa
2024-07-10,X,This government is corrupt. Protest on 10/07 at Nairobi. #OccupyParliament,Nairobi
2024-07-01,Instagram,#YouthPower – gather at Mombasa urgent,Mombasa
2024-06-14,TikTok,#RutoMustGo – protest at Parliament immediately,Parliament
2024-07-03,Instagram,#GenZRevolution – strike at Kisumu now!,Kisumu
2024-07-09,X,Gen Z rising again! Meet at Parliament for a gather. #RutoMustGo,Parliament
2024-07-07,X,No justice no peace. Protest on 07/07 at Nairobi. #RejectFinanceBill2024,Nairobi
2024-06-05,TikTok,Gen Z rising again! Meet at Nairobi for a protest. #SaveKenya,Nairobi
2024-07-05,TikTok,March on July 05 in Parliament. We are fed up #GenZRevolution,Parliament
2024-06-08,X,Boycott on June 08 in Parliament. They brutalized our people #OneTermPresident,Parliament
2024-07-07,TikTok,No justice no peace – happening immediately at Kisumu! #KenyaProtests,Kisumu
2024-06-22,X,Protest on June 22 in Nairobi. No justice no peace #SaveKenya,Nairobi
2024-07-07,X,#GenZRevolution – boycott at Parliament now!,Parliament
2024-06-29,X,Boycott on June 29 in Nairobi. They brutalized our people #OneTermPresident,Nairobi
2024-06-03,X,Gather on June 03 in Uhuru Park. No justice no peace #OneTermPresident,Uhuru Park
2024-06-17,Instagram,They brutalized our people. March on 17/06 at Mombasa. #SaveKenya,Mombasa
2024-06-03,Instagram,Gen Z rising again! Meet at Parliament for a march. #OccupyParliament,Parliament
2024-07-01,TikTok,Gather on July 01 in Kisumu. No justice no peace #SaveKenya,Kisumu
2024-06-19,TikTok,#KenyaProtests – strike at Nairobi immediately,Nairobi
2024-07-12,Instagram,Protest on July 12 in Uhuru Park. No justice no peace #YouthPower,Uhuru Park
2024-07-21,X,They brutalized our people. March on 21/07 at Kisumu. #OneTermPresident,Kisumu
2024-06-01,TikTok,March on June 01 in Nairobi. We are fed up #RejectFinanceBill2024,Nairobi
2024-07-23,TikTok,Boycott on July 23 in Uhuru Park. This government is corrupt #SaveKenya,Uhuru Park
2024-06-08,Instagram,#OccupyParliament – strike at Kisumu now!,Kisumu
2024-07-10,TikTok,Gather on July 10 in Kisumu. No justice no peace #SaveKenya,Kisumu
2024-07-06,X,We are fed up – happening now! at Uhuru Park! #GenZRevolution,Uhuru Park
2024-07-30,X,This government is corrupt – happening now! at Parliament! #KenyaProtests,Parliament
2024-06-08,TikTok,We are fed up. Strike on 08/06 at Parliament. #SaveKenya,Parliament
2024-07-06,TikTok,Boycott on July 06 in Parliament. This government is corrupt #KenyaProtests,Parliament
2024-07-17,X,We are fed up – happening immediately at Parliament! #GenZRevolution,Parliament
2024-07-01,X,Protest on July 01 in Uhuru Park. This government is corrupt #KenyaProtests,Uhuru Park
2024-06-25,Instagram,Gen Z rising again! Meet at Mombasa for a strike. #OneTermPresident,Mombasa
2024-07-24,X,#KenyaProtests – march at Parliament immediately,Parliament
2024-07-11,TikTok,#KenyaProtests – march at Kisumu now!,Kisumu
2024-07-14,X,#RejectFinanceBill2024 – protest at Nairobi immediately,Nairobi
2024-06-16,TikTok,Gen Z rising again! Meet at Mombasa for a gather. #OneTermPresident,Mombasa
2024-06-20,TikTok,They brutalized our people. Gather on 20/06 at Mombasa. #OneTermPresident,Mombasa
2024-07-30,X,Gen Z rising again! Meet at Parliament for a gather. #GenZRevolution,Parliament
2024-07-08,X,Gen Z rising again! Meet at Kisumu for a march. #OccupyParliament,Kisumu
2024-07-05,X,#OneTermPresident – gather at Parliament immediately,Parliament
2024-07-11,Instagram,Protest on July 11 in Nairobi. No justice no peace #RejectFinanceBill2024,Nairobi
2024-07-06,TikTok,Strike on July 06 in Parliament. We are fed up #GenZRevolution,Parliament
2024-07-10,X,Gen Z rising again! Meet at Parliament for a strike. #OccupyParliament,Parliament
2024-07-01,TikTok,#SaveKenya – gather at Nairobi now!,Nairobi
2024-06-25,X,Protest on June 25 in Kisumu. We are fed up #GenZRevolution,Kisumu
2024-07-16,TikTok,They brutalized our people – happening now! at Nairobi! #GenZRevolution,Nairobi
2024-06-06,TikTok,Strike on June 06 in Uhuru Park. No justice no peace #GenZRevolution,Uhuru Park
2024-07-18,TikTok,#KenyaProtests – strike at Kisumu now!,Kisumu
2024-07-17,X,Strike on July 17 in Nairobi. No justice no peace #OneTermPresident,Nairobi
2024-07-09,X,No justice no peace – happening urgent at Nairobi! #RutoMustGo,Nairobi
2024-07-08,Instagram,Strike on July 08 in Nairobi. They brutalized our people #RutoMustGo,Nairobi
2024-06-23,X,We are fed up. Boycott on 23/06 at Kisumu. #GenZRevolution,Kisumu
2024-06-09,TikTok,Gen Z rising again! Meet at Nairobi for a march. #RejectFinanceBill2024,Nairobi
2024-06-08,Instagram,#RejectFinanceBill2024 – strike at Kisumu immediately,Kisumu
2024-06-13,TikTok,This government is corrupt. March on 13/06 at Kisumu. #RutoMustGo,Kisumu
2024-06-24,X,This government is corrupt. Gather on 24/06 at Nairobi. #OccupyParliament,Nairobi
2024-07-16,X,Gen Z rising again! Meet at Parliament for a strike. #OneTermPresident,Parliament
2024-07-23,X,We are fed up. March on 23/07 at Kisumu. #RutoMustGo,Kisumu
2024-06-07,X,Gen Z rising again! Meet at Kisumu for a march. #GenZRevolution,Kisumu
2024-06-10,TikTok,#KenyaProtests – boycott at Parliament act fast,Parliament
2024-07-09,X,No justice no peace. Protest on 09/07 at Nairobi. #KenyaProtests,Nairobi
2024-07-28,X,Strike on July 28 in Mombasa. This government is corrupt #YouthPower,Mombasa
2024-07-08,X,#GenZRevolution – gather at Kisumu now!,Kisumu
2024-06-05,TikTok,Gen Z rising again! Meet at Uhuru Park for a strike. #GenZRevolution,Uhuru Park
2024-06-29,X,Gen Z rising again! Meet at Parliament for a boycott. #OccupyParliament,Parliament
2024-07-08,TikTok,Gen Z rising again! Meet at Uhuru Park for a gather. #RejectFinanceBill2024,Uhuru Park
2024-07-31,TikTok,They brutalized our people – happening immediately at Parliament! #GenZRevolution,Parliament
2024-07-21,X,Gather on July 21 in Parliament. This government is corrupt #OneTermPresident,Parliament
2024-06-17,TikTok,Boycott on June 17 in Mombasa. We are fed up #OneTermPresident,Mombasa
2024-07-18,X,Boycott on July 18 in Mombasa. This government is corrupt #RutoMustGo,Mombasa
2024-07-04,X,Gen Z rising again! Meet at Kisumu for a strike. #SaveKenya,Kisumu
2024-06-27,TikTok,Gen Z rising again! Meet at Nairobi for a strike. #YouthPower,Nairobi
2024-06-16,X,We are fed up. Boycott on 16/06 at Mombasa. #YouthPower,Mombasa
2024-06-09,Instagram,They brutalized our people – happening now! at Mombasa! #SaveKenya,Mombasa
2024-07-06,X,Gen Z rising again! Meet at Mombasa for a march. #RejectFinanceBill2024,Mombasa
2024-06-27,Instagram,#SaveKenya – protest at Nairobi immediately,Nairobi
2024-06-25,X,#OneTermPresident – march at Uhuru Park immediately,Uhuru Park
2024-07-20,Instagram,They brutalized our people – happening now! at Nairobi! #RutoMustGo,Nairobi
2024-07-06,Instagram,#GenZRevolution – strike at Mombasa urgent,Mombasa
2024-07-23,X,This government is corrupt. March on 23/07 at Kisumu. #KenyaProtests,Kisumu
2024-06-09,X,March on June 09 in Parliament. This government is corrupt #GenZRevolution,Parliament
2024-06-04,Instagram,We are fed up – happening urgent at Mombasa! #OneTermPresident,Mombasa
2024-07-31,Instagram,Gather on July 31 in Kisumu. They brutalized our people #RutoMustGo,Kisumu
2024-06-22,TikTok,#KenyaProtests – gather at Nairobi act fast,Nairobi
2024-07-06,X,No justice no peace. Boycott on 06/07 at Parliament. #OneTermPresident,Parliament
2024-06-08,X,We are fed up – happening immediately at Uhuru Park! #RejectFinanceBill2024,Uhuru Park
2024-07-25,TikTok,Protest on July 25 in Kisumu. No justice no peace #SaveKenya,Kisumu
2024-07-05,TikTok,Gen Z rising again! Meet at Kisumu for a march. #OneTermPresident,Kisumu
2024-07-19,Instagram,This government is corrupt – happening urgent at Uhuru Park! #SaveKenya,Uhuru Park
2024-06-15,Instagram,#SaveKenya – march at Kisumu immediately,Kisumu
2024-07-02,X,#SaveKenya – strike at Uhuru Park act fast,Uhuru Park
2024-07-06,TikTok,#KenyaProtests – gather at Mombasa now!,Mombasa
2024-07-24,Instagram,Gen Z rising again! Meet at Mombasa for a march. #YouthPower,Mombasa
2024-07-16,TikTok,#SaveKenya – gather at Uhuru Park now!,Uhuru Park
2024-07-22,TikTok,They brutalized our people – happening immediately at Parliament! #KenyaProtests,Parliament
2024-06-28,X,Strike on June 28 in Kisumu. This government is corrupt #KenyaProtests,Kisumu
2024-06-06,Instagram,No justice no peace – happening urgent at Kisumu! #RejectFinanceBill2024,Kisumu
2024-07-20,X,March on July 20 in Mombasa. We are fed up #KenyaProtests,Mombasa
2024-07-10,Instagram,Boycott on July 10 in Nairobi. We are fed up #KenyaProtests,Nairobi
2024-07-19,X,Gen Z rising again! Meet at Parliament for a gather. #RejectFinanceBill2024,Parliament
2024-07-29,TikTok,They brutalized our people. Protest on 29/07 at Uhuru Park. #OccupyParliament,Uhuru Park
2024-07-20,X,Gen Z rising again! Meet at Nairobi for a protest. #KenyaProtests,Nairobi
2024-07-13,Instagram,Gen Z rising again! Meet at Nairobi for a strike. #YouthPower,Nairobi
2024-06-18,X,Gen Z rising again! Meet at Kisumu for a protest. #OccupyParliament,Kisumu
2024-06-06,X,Gen Z rising again! Meet at Nairobi for a boycott. #GenZRevolution,Nairobi
2024-07-05,TikTok,We are fed up. Protest on 05/07 at Uhuru Park. #KenyaProtests,Uhuru Park
2024-07-10,TikTok,No justice no peace. Boycott on 10/07 at Nairobi. #KenyaProtests,Nairobi
2024-07-11,TikTok,#RejectFinanceBill2024 – protest at Kisumu urgent,Kisumu
2024-06-03,X,Gen Z rising again! Meet at Parliament for a gather. #OneTermPresident,Parliament
2024-07-11,Instagram,No justice no peace. Boycott on 11/07 at Mombasa. #GenZRevolution,Mombasa
2024-06-29,Instagram,They brutalized our people. Protest on 29/06 at Kisumu. #KenyaProtests,Kisumu
2024-06-10,Instagram,Gen Z rising again! Meet at Kisumu for a strike. #OneTermPresident,Kisumu
2024-07-20,Instagram,March on July 20 in Uhuru Park. This government is corrupt #SaveKenya,Uhuru Park
2024-06-02,X,March on June 02 in Mombasa. This government is corrupt #OneTermPresident,Mombasa
2024-06-24,Instagram,No justice no peace. Gather on 24/06 at Uhuru Park. #SaveKenya,Uhuru Park
2024-06-22,TikTok,#OccupyParliament – protest at Nairobi act fast,Nairobi
2024-07-05,TikTok,Protest on July 05 in Nairobi. This government is corrupt #RejectFinanceBill2024,Nairobi
2024-07-29,TikTok,Gen Z rising again! Meet at Nairobi for a boycott. #KenyaProtests,Nairobi
2024-06-14,X,#RutoMustGo – gather at Uhuru Park urgent,Uhuru Park
2024-07-10,TikTok,#YouthPower – boycott at Kisumu now!,Kisumu
2024-07-23,TikTok,This government is corrupt. Boycott on 23/07 at Parliament. #KenyaProtests,Parliament
2024-06-27,TikTok,They brutalized our people. Protest on 27/06 at Mombasa. #YouthPower,Mombasa
2024-07-30,X,Gen Z rising again! Meet at Parliament for a strike. #RejectFinanceBill2024,Parliament
2024-07-02,X,#RejectFinanceBill2024 – gather at Kisumu urgent,Kisumu
2024-06-22,X,We are fed up – happening act fast at Nairobi! #GenZRevolution,Nairobi
2024-07-21,TikTok,We are fed up. Protest on 21/07 at Parliament. #YouthPower,Parliament
2024-06-07,TikTok,Boycott on June 07 in Parliament. We are fed up #YouthPower,Parliament
2024-07-23,X,Gen Z rising again! Meet at Kisumu for a strike. #RutoMustGo,Kisumu
2024-06-29,X,#RutoMustGo – gather at Nairobi immediately,Nairobi
2024-06-23,Instagram,No justice no peace. Gather on 23/06 at Mombasa. #YouthPower,Mombasa
2024-06-29,TikTok,No justice no peace. Gather on 29/06 at Nairobi. #RutoMustGo,Nairobi
2024-06-09,TikTok,Gen Z rising again! Meet at Parliament for a gather. #OccupyParliament,Parliament
2024-07-02,Instagram,This government is corrupt. Gather on 02/07 at Nairobi. #OneTermPresident,Nairobi
2024-06-06,Instagram,We are fed up – happening immediately at Mombasa! #YouthPower,Mombasa
2024-06-02,X,Strike on June 02 in Mombasa. This government is corrupt #RejectFinanceBill2024,Mombasa
2024-07-05,Instagram,Gen Z rising again! Meet at Nairobi for a march. #RejectFinanceBill2024,Nairobi
2024-07-26,Instagram,This government is corrupt – happening act fast at Uhuru Park! #RejectFinanceBill2024,Uhuru Park
2024-07-20,X,No justice no peace – happening immediately at Kisumu! #OccupyParliament,Kisumu
2024-07-27,Instagram,Gen Z rising again! Meet at Parliament for a protest. #YouthPower,Parliament
2024-07-06,X,We are fed up – happening immediately at Parliament! #KenyaProtests,Parliament
2024-06-22,X,No justice no peace – happening urgent at Kisumu! #RutoMustGo,Kisumu
2024-06-01,Instagram,#OccupyParliament – protest at Mombasa immediately,Mombasa
2024-07-23,TikTok,They brutalized our people – happening now! at Mombasa! #SaveKenya,Mombasa
2024-07-06,X,We are fed up – happening act fast at Uhuru Park! #RejectFinanceBill2024,Uhuru Park
2024-07-12,X,Gen Z rising again! Meet at Parliament for a gather. #KenyaProtests,Parliament
2024-07-18,Instagram,They brutalized our people. Protest on 18/07 at Kisumu. #KenyaProtests,Kisumu
2024-06-20,Instagram,#GenZRevolution – march at Parliament urgent,Parliament
2024-07-10,Instagram,#RutoMustGo – gather at Kisumu act fast,Kisumu
2024-07-14,X,They brutalized our people – happening immediately at Nairobi! #GenZRevolution,Nairobi
2024-07-20,TikTok,March on July 20 in Nairobi. We are fed up #OneTermPresident,Nairobi
2024-06-06,X,They brutalized our people. Boycott on 06/06 at Parliament. #GenZRevolution,Parliament
2024-06-21,TikTok,This government is corrupt. Protest on 21/06 at Parliament. #RejectFinanceBill2024,Parliament
2024-07-22,X,#OneTermPresident – boycott at Uhuru Park immediately,Uhuru Park
2024-06-19,X,No justice no peace. March on 19/06 at Nairobi. #OccupyParliament,Nairobi
2024-07-23,X,Strike on July 23 in Nairobi. We are fed up #RutoMustGo,Nairobi
2024-06-09,Instagram,This government is corrupt. Boycott on 09/06 at Kisumu. #OccupyParliament,Kisumu
2024-06-03,Instagram,They brutalized our people – happening urgent at Uhuru Park! #SaveKenya,Uhuru Park
2024-06-16,Instagram,Gen Z rising again! Meet at Kisumu for a boycott. #OneTermPresident,Kisumu
2024-06-02,TikTok,This government is corrupt. Protest on 02/06 at Kisumu. #OneTermPresident,Kisumu
2024-06-18,X,We are fed up – happening immediately at Uhuru Park! #OneTermPresident,Uhuru Park
2024-06-28,X,They brutalized our people. Gather on 28/06 at Nairobi. #KenyaProtests,Nairobi
2024-07-18,TikTok,We are fed up. Gather on 18/07 at Parliament. #YouthPower,Parliament
2024-07-04,X,Boycott on July 04 in Kisumu. No justice no peace #YouthPower,Kisumu
2024-07-25,Instagram,#OneTermPresident – march at Mombasa now!,Mombasa
2024-06-04,TikTok,This government is corrupt – happening now! at Mombasa! #OccupyParliament,Mombasa
2024-07-31,X,Strike on July 31 in Uhuru Park. We are fed up #RutoMustGo,Uhuru Park
2024-07-31,X,Gen Z rising again! Meet at Mombasa for a boycott. #YouthPower,Mombasa
2024-07-22,X,Protest on July 22 in Nairobi. They brutalized our people #RutoMustGo,Nairobi
2024-07-31,Instagram,We are fed up. Boycott on 31/07 at Nairobi. #YouthPower,Nairobi
2024-06-04,TikTok,We are fed up – happening act fast at Mombasa! #GenZRevolution,Mombasa
2024-07-04,Instagram,This government is corrupt – happening now! at Parliament! #RutoMustGo,Parliament
2024-06-29,X,No justice no peace. Strike on 29/06 at Kisumu. #RejectFinanceBill2024,Kisumu
2024-07-19,X,Strike on July 19 in Kisumu. We are fed up #YouthPower,Kisumu
2024-06-23,Instagram,#KenyaProtests – gather at Mombasa immediately,Mombasa
2024-06-18,TikTok,No justice no peace. Protest on 18/06 at Parliament. #RejectFinanceBill2024,Parliament
2024-06-18,TikTok,Gen Z rising again! Meet at Kisumu for a march. #OccupyParliament,Kisumu
2024-07-06,X,#RutoMustGo – march at Kisumu now!,Kisumu
2024-07-19,TikTok,Boycott on July 19 in Uhuru Park. They brutalized our people #RutoMustGo,Uhuru Park
2024-06-25,TikTok,No justice no peace. Protest on 25/06 at Kisumu. #OneTermPresident,Kisumu
2024-06-14,Instagram,They brutalized our people – happening urgent at Uhuru Park! #GenZRevolution,Uhuru Park
2024-07-06,X,Strike on July 06 in Nairobi. We are fed up #GenZRevolution,Nairobi
2024-07-16,TikTok,They brutalized our people – happening act fast at Uhuru Park! #RutoMustGo,Uhuru Park
2024-07-04,Instagram,Boycott on July 04 in Mombasa. This government is corrupt #YouthPower,Mombasa
2024-06-14,TikTok,#RejectFinanceBill2024 – gather at Parliament urgent,Parliament
